gene,rho,p,n,rho_adj_purity,p_adj_purity,n_purity,rho_adj_fibro,p_adj_fibro,log2FC_axis1,log2FC_axis2,direction_axis1,fdr,fdr_adj_purity,fdr_adj_fibro
TUBA3E,0.1841848866805595,1.878055732117483e-05,533,0.13256954712681326,0.003065657975668323,498,0.12541610358700125,0.003762914911483548,1.1331556179775275,2.2148396735718774,up_in_TGM2high,2.382608018358001e-05,0.003594219695611137,0.005200776706928481
SPINK1,0.1810976276708547,2.5996018278268554e-05,533,0.16249275506496952,0.0002751758306204841,498,0.1090833550575372,0.011815075546069505,0.8432786516853938,1.2162425925925922,up_in_TGM2high,3.273572672078262e-05,0.00036834560004316767,0.015450483406398584
SFRP4,0.17878296898842647,3.30552422842721e-05,533,0.15385821982602052,0.0005776088463933112,498,0.01988649393150662,0.6472033201276068,0.7067898876404497,0.9306820778405508,up_in_TGM2high,4.101745392938874e-05,0.0007382970217057361,0.6668155419496555
MSC,0.1741149389342309,5.317231208671845e-05,533,0.1372584686284253,0.0021636838834186082,498,0.1514414508829039,0.0004565460220580041,0.7224280898876412,0.7214408976773381,up_in_TGM2high,6.550212358508795e-05,0.0025903257759236856,0.0006992146283771234
CCDC74B,0.1712478092973387,7.077322381157766e-05,533,0.1281647010323885,0.00421168280954379,498,0.1665775948000527,0.00011334176265298041,0.7257539325842695,0.6417440050219705,up_in_TGM2high,8.484007840292758e-05,0.004805275688741236,0.0002007093713646528
CPZ,0.17123450773443108,7.086641843068068e-05,533,0.1213967771785781,0.006737011421989043,498,-0.016048625105001164,0.7118917196570139,1.0736971910112365,1.0168343691148776,up_in_TGM2high,8.484007840292758e-05,0.007534815406171956,0.7290457369981468
ACTN2,0.16890685866204186,8.90826007714398e-05,533,0.1483659053491365,0.0009077966079490771,498,0.11163754128464953,0.009968014827760344,0.6274168539325831,0.9144883553044574,up_in_TGM2high,0.00010590239252548787,0.0011264629441703877,0.01313614357146712
ACAN,0.16827274769410255,9.476180986658533e-05,533,0.11119158709536192,0.013127077613290664,498,-0.008230014887002599,0.849792625764722,0.6262617977528073,0.9340202762084128,up_in_TGM2high,0.00011187158109249656,0.014124070849743119,0.8548209844970576
GNGT1,0.16582341036929027,0.00012006131771467402,533,0.15751297038421494,0.0004239639549748811,498,0.13736300179880248,0.0014936761044778615,0.7537022471910113,1.1532325486503452,up_in_TGM2high,0.00014076154490685918,0.00055441440265946,0.002151906252213868
MOGAT3,0.1650093989926046,0.00012978958060957482,533,0.164192529379926,0.000236745732380692,498,0.22754914434552506,1.121400331184919e-07,0.8266966292134827,1.2352923101067157,up_in_TGM2high,0.00015112485413443645,0.00032197419603774115,3.6661164673353123e-07
NEGR1,0.16104669741699215,0.0001886709570244439,533,0.16103660797325717,0.0003126560574193884,498,0.08463557470998755,0.05105226638766429,0.8394191011235961,1.4959725047080994,up_in_TGM2high,0.0002181909026813297,0.0004120273624906669,0.06199203775644949
FST,0.16071263701610736,0.00019463925411443263,533,0.12783773215634067,0.004310540258072152,498,-0.052940751390402344,0.2228184328641714,0.6310280898876397,0.7505951035781551,up_in_TGM2high,0.00022357211621252393,0.0048852789591484385,0.25252755724606096
MYH11,0.15910047361794397,0.00022601201738784083,533,0.10165269378901015,0.02342927855233459,498,-0.0709489282780824,0.10212093306248558,0.5888713483146084,0.6848430006277457,up_in_TGM2high,0.00025277659839429567,0.024636410536968533,0.11972799048705206
TUBA3C,0.15867028173407627,0.00023515045085766457,533,0.11286461809841325,0.011806988090010148,498,0.10492725500990933,0.015471309150851745,0.9187971910112362,1.406285059635908,up_in_TGM2high,0.0002612782787307384,0.01286658958526747,0.02007727141713585
LOC100131551,0.15553050186772144,0.0003130845846959112,533,0.17343711984295984,0.00010179429243881146,498,0.15924261580676066,0.00022613919359573063,1.0277713483146078,1.0957207784055232,up_in_TGM2high,0.00034561285323574613,0.00015171474754008553,0.0003732394457405263
C5orf38,0.15286747768212539,0.00039744948134468847,533,0.10783850508943427,0.016169762777223613,498,0.07783247710620055,0.0728586769639926,0.8262134831460675,1.2813871311989966,up_in_TGM2high,0.00043591233437804543,0.017180372950800087,0.08661521037677442
SCNN1G,0.15130143452090725,0.00045650032527425917,533,0.14103994698029185,0.0016208596511726545,498,0.05113496355998441,0.23902372280768422,1.2682797752808992,0.8674182674199624,up_in_TGM2high,0.0004974683031834876,0.0019681867192810807,0.2690995554788498
APOH,0.14629527299079698,0.0007045480236078898,533,0.06664080037114181,0.13792432824196313,498,0.1241559474870628,0.004130220313928831,0.5866977528089885,1.668306465787821,up_in_TGM2high,0.0007628863949894348,0.13874044852741854,0.00561709962694321
PIPOX,0.142371162697809,0.0009807857855010512,533,0.08979873640325677,0.045399829579973,498,0.14408349458926406,0.0008594790135203846,0.6410578651685386,1.0744390458254856,up_in_TGM2high,0.001050643662237046,0.04706079895485007,0.0012930215247651804
PRKY,0.14194735945661222,0.0010159605275801063,533,0.11183219157870346,0.012606978958883514,498,0.06255116513896258,0.14965023648320258,1.2071696629213484,1.4177403327055869,up_in_TGM2high,0.0010794580605538629,0.013650868936370686,0.1742502753571537
NLGN4Y,0.1412126737413297,0.001079709005446603,533,0.1200901616681669,0.007357946888476383,498,0.04017309710088008,0.35507444575926794,1.2390168539325837,2.216053640929065,up_in_TGM2high,0.0011400654094777794,0.00812240890286354,0.3852511145827412
SPESP1,0.13916315622245,0.0012775567006131547,533,0.12103269650191671,0.0069051311765876925,498,0.04011337616370413,0.3557907352322963,0.6830735955056184,1.134111644695544,up_in_TGM2high,0.0013406459203965204,0.007672367973986326,0.3852511145827412
PPP1R14D,0.13195996173843041,0.002267625525522456,533,0.08317533149737996,0.0639093874341376,498,0.18984968636917202,1.0396165045820864e-05,0.7988387640449428,1.340166133082235,up_in_TGM2high,0.0023505874349927895,0.0654493726735144,2.2371494402399327e-05
EN2,0.12595296308987233,0.003583985471732475,533,0.08852245792318314,0.048566307803163004,498,0.0819752052269565,0.05882458941079229,0.673970786516854,0.9719207470182044,up_in_TGM2high,0.003692591092088005,0.05003801410022855,0.07092326382861482
RPS4Y1,0.11695803415878862,0.006869002124275455,533,0.11543735541525192,0.010005537864686869,498,0.060029489917523285,0.16679430848210794,1.7624921348314588,3.3317893910860032,up_in_TGM2high,0.007034520247751972,0.010973815722559791,0.19158805704025914
ZFY,0.10487587693191,0.015424894773773642,533,0.07758432847720688,0.08401046666019032,498,0.02983662369660434,0.4922594244289298,1.1967185393258433,2.2518612680477084,up_in_TGM2high,0.015608524473461423,0.08551963671995423,0.5263151078799878
KDM5D,0.0992378014912959,0.021942470437376276,533,0.06601168922819879,0.1416893621215412,498,0.04603186532517185,0.2892377759005089,1.4982646067415724,2.6901367231638416,up_in_TGM2high,0.022072307540556016,0.1416893621215412,0.321375306556121
CYorf15B,0.0936221815669474,0.03068685153464668,533,0.07020716052310634,0.11801700446980373,498,0.0449540063115988,0.3006903209657352,1.0225960674157304,1.7676935342121785,up_in_TGM2high,0.03068685153464668,0.11942196880872996,0.3319308737933441
XIST,-0.10745140208228982,0.013062016195294717,533,-0.1105624980321153,0.013656144159828578,498,-0.0895745316056306,0.038890713740178266,-1.8594646067415723,-3.3568302887633386,down_in_TGM2high,0.013296663192814981,0.014600908850131182,0.04790885025963989
TSIX,-0.1364611025444245,0.0015894455865467843,533,-0.13521228054340392,0.002522350634931393,498,-0.11324404909626294,0.008942130592329645,-1.2837730337078646,-1.492363904582549,down_in_TGM2high,0.001657703985969039,0.002977775055127339,0.01187626719293781
DNASE1L3,-0.14234821972002448,0.0009826608370334723,533,-0.16717369137054194,0.00018119997636218595,498,-0.18030523522607775,2.872900309195406e-05,-0.6195235955056182,-0.8085277150031391,down_in_TGM2high,0.001050643662237046,0.00024841932243202915,5.549921051854762e-05
CACNA1D,-0.15918009005931455,0.00022435763305145152,533,-0.1006416543371486,0.02485144131164834,498,-0.07320768335248931,0.09163476936300755,-0.6001011235955058,-0.7658204017576917,down_in_TGM2high,0.00025258806370030966,0.025918681122578027,0.10817993605355057
C19orf46,-0.15931157883771704,0.00022165016759836386,533,-0.12177675697283646,0.006565470551417941,498,-0.12925228141380823,0.0028196454812541736,-0.7115494382022471,-1.3144657564344002,down_in_TGM2high,0.0002512035232781457,0.00739158936252351,0.003961485386886029
ZNF676,-0.15944335211259938,0.00021896755253503824,533,-0.14893247673682747,0.0008670339337073458,498,-0.18060751740692757,2.7840797435640657e-05,-0.8537308988764041,-0.8837221594475835,down_in_TGM2high,0.0002498287512144732,0.0010837924171341823,5.4401558207573694e-05
KGFLP1,-0.1719463896439239,6.603806495072136e-05,533,-0.1390091975693532,0.0018944956729718193,498,-0.1259337151058767,0.0036208190873958184,-0.67681404494382,-0.7773740112994352,down_in_TGM2high,8.018907886873309e-05,0.0022841437191858816,0.0050454036463712226
CGN,-0.17298545672599286,5.954476519114444e-05,533,-0.10161788159468545,0.02347705004111119,498,-0.0621443928502119,0.15232121514375968,-0.6643466292134832,-0.760457501569368,down_in_TGM2high,7.282453296758672e-05,0.024636410536968533,0.17615378622067446
UNC5D,-0.17958221859238885,3.0434199062311635e-05,533,-0.14944031496176272,0.000831941708979156,498,-0.15246314093754257,0.0004171937110710082,-1.0915966292134829,-1.8964985561833023,down_in_TGM2high,3.804274882788955e-05,0.0010476303001959743,0.0006566938044636239
SLC38A4,-0.1844730996995446,1.8214090246303803e-05,533,-0.20710651439566113,3.222886437390385e-06,498,-0.14827905000904804,0.0006013278329895593,-1.1051831460674166,-1.5470146264908973,down_in_TGM2high,2.328116798399734e-05,6.522508266147208e-06,0.0009127297465020097
C1orf172,-0.1939865226846218,6.454347763451266e-06,533,-0.1481951081708352,0.0009204278333438666,498,-0.1659719658942267,0.00012012784912815051,-0.721238202247191,-0.7539063402385446,down_in_TGM2high,8.50572961074973e-06,0.0011338603744091111,0.0002105333438328411
TOX3,-0.19431045511726494,6.224658345854365e-06,533,-0.13187268213307435,0.0032256495271871946,498,-0.15807897908541396,0.0002516486578707402,-1.014966292134833,-1.5785024168236044,down_in_TGM2high,8.267124365587828e-06,0.0037558932850809803,0.0004074311603621508
FREM2,-0.20869039994267036,1.1721046477168033e-06,533,-0.1745732201836045,9.148618146307013e-05,498,-0.08708839825181003,0.04466497103240041,-0.9081904494382024,-0.8232139359698678,down_in_TGM2high,1.688625339930988e-06,0.00013763407830727365,0.05462622356480626
ASCL4,-0.21098119925653805,8.88396383973862e-07,533,-0.23230340716173156,1.6264770903500162e-07,498,-0.21803068503520392,3.808333562006098e-07,-0.6665039325842697,-0.5955378217200251,down_in_TGM2high,1.2908323527825346e-06,3.8943817656267994e-07,9.960257008323642e-07
G6PC,-0.22372864261951747,1.7954862630731563e-07,533,-0.2222384741494594,5.594384433184079e-07,498,-0.1390111422527073,0.0013072322012262578,-1.5967691011235958,-1.1992860640301322,down_in_TGM2high,2.774842406567605e-07,1.2513754653174915e-06,0.0019286860065881963
C3orf52,-0.22504547434993863,1.5137108761508924e-07,533,-0.20396762800495735,4.562114426356653e-06,498,-0.2154129758064216,5.280097749023583e-07,-0.8020185393258421,-0.6479516007532959,down_in_TGM2high,2.4049612050995483e-07,8.617327249784788e-06,1.3200244372558957e-06
FABP4,-0.22729841429354658,1.127578392158025e-07,533,-0.17139243054330972,0.0001231524636854575,498,-0.2233284896451347,1.9414002491276802e-07,-1.3859544943820232,-0.9925435028248586,down_in_TGM2high,1.879297320263375e-07,0.00017742304090277776,5.893536470566172e-07
SLC16A11,-0.22997090679495477,7.919610045990842e-08,533,-0.16928744602445542,0.00014949383889723035,498,-0.1883271098068032,1.2268650029986979e-05,-1.0286685393258428,-0.973766541117388,down_in_TGM2high,1.3330036711073695e-07,0.000211782938437743,2.607088131372233e-05
OVOL1,-0.23996390621043742,2.033222502915453e-08,533,-0.1745830963014708,9.140104288799616e-05,498,-0.16857800923655467,9.340131872179445e-05,-1.0976005617977531,-0.8780600439422468,down_in_TGM2high,3.677104526549223e-08,0.00013763407830727365,0.00017073359336241994
BSPRY,-0.24209394015936614,1.5096142053665606e-08,533,-0.18956476436011313,2.099362346416426e-05,498,-0.18582161406636777,1.606598067318268e-05,-1.0951061797752812,-1.1555548650345244,down_in_TGM2high,2.7595098377668312e-08,3.568915988907925e-05,3.2514484695726854e-05
PIP5K1B,-0.250295846534379,4.67159299430293e-09,533,-0.25195503178940576,1.2341232278827226e-08,498,-0.23869139847523108,2.500261714337559e-08,-0.8536696629213489,-0.907898367859386,down_in_TGM2high,9.128400103810322e-09,3.885202754445608e-08,8.5008898287477e-08
ENPP5,-0.2506296292737373,4.4498707866218544e-09,533,-0.19147234701563126,1.726059176450003e-05,498,-0.14380049842254378,0.0008801404911176581,-0.7630235955056186,-0.6514135593220338,down_in_TGM2high,8.899741573243709e-09,2.9941842856785766e-05,0.0013124902060526482
IRF6,-0.25536302496697233,2.216120006118858e-09,533,-0.18499803365650128,3.3285205239684755e-05,498,-0.19643491425653606,5.002430034556249e-06,-1.0854674157303377,-1.0491563088512237,down_in_TGM2high,4.539040976388022e-09,5.5082580230004484e-05,1.1044326050318991e-05
CA4,-0.2644489853140365,5.586105908961787e-10,533,-0.2137503990899778,1.5173738610166662e-06,498,-0.22645070047153726,1.294917056552696e-07,-1.5324617977528083,-0.879658819836787,down_in_TGM2high,1.2020734234474732e-09,3.145775077717479e-06,4.1535075398860064e-07
LPPR1,-0.2675232937338789,3.4625384148964745e-10,533,-0.2525569795478691,1.1363664570587101e-08,498,-0.23518594629419265,4.041912380869298e-08,-1.2412365168539323,-1.124963025737602,down_in_TGM2high,7.848420407098675e-10,3.644949013207183e-08,1.3473041269564328e-07
TCL6,-0.2822994606514407,3.18911100851862e-11,533,-0.22962311299711197,2.2726987519896507e-07,498,-0.2070446169988404,1.46050936006586e-06,-1.6429421348314612,-1.3572637162586323,down_in_TGM2high,8.744336636260733e-11,5.36609427553112e-07,3.3104878828159496e-06
FAM189A2,-0.28324997879557573,2.722079269841901e-11,533,-0.25595075030843434,7.107546423734602e-09,498,-0.28839213103803685,1.1955594554446315e-11,-0.9991657303370785,-0.784240646578783,down_in_TGM2high,7.5861225552971e-11,2.4165657840697643e-08,9.678338448837493e-11
RALGPS1,-0.28417526074061283,2.3318805813529213e-11,533,-0.29701460997736767,1.399904292018266e-11,498,-0.2516236132682103,3.979900307239175e-09,-0.7514971910112376,-0.8183846516007529,down_in_TGM2high,6.606994980499943e-11,7.676894504616297e-11,1.6109120291206183e-08
ARHGAP8,-0.2995959222522319,1.6252996956436183e-12,533,-0.21340194624498718,1.5794730542653576e-06,498,-0.21581021934371877,5.025981414631641e-07,-0.977987640449439,-0.6712734463276844,down_in_TGM2high,5.4176656521453945e-12,3.235065291868805e-06,1.2752490156528044e-06
RCAN2,-0.3017293735786201,1.1100511018263893e-12,533,-0.26106101472743487,3.461477574504446e-09,498,-0.2963298855464323,3.0349291144233494e-12,-0.9238028089887624,-0.6165431261770244,down_in_TGM2high,3.931430985635129e-12,1.2792417123168605e-08,3.224612184074809e-11
C1orf95,-0.33382432896636194,2.4316702435596846e-15,533,-0.2906691090906359,3.924680043841505e-11,498,-0.28936327840993564,1.0132518371506474e-11,-1.717741573033707,-1.298564689265537,down_in_TGM2high,1.2918248168910824e-14,2.0752321851328147e-10,8.612640615780503e-11
ENAM,-0.33709378894783415,1.2496963171934915e-15,533,-0.289214604062192,4.953013247304684e-11,498,-0.21155659228517282,8.48181403298626e-07,-1.6175089887640457,-1.2677648148148144,down_in_TGM2high,7.081612464096452e-15,2.476506623652342e-10,2.0308568811375553e-06
LOC643008,-0.3514386654334783,6.12589672064247e-17,533,-0.3068849217400623,2.675934905740893e-12,498,-0.2875630501921447,1.3762449593905398e-11,-1.5145438202247208,-0.9346180477087248,down_in_TGM2high,4.733647465950999e-16,1.5163631132531726e-11,1.063462014074508e-10
OGDHL,-0.38065365807828827,8.032316631610126e-20,533,-0.33431630306659055,1.9228014459677278e-14,498,-0.27737881719341434,7.469348001385555e-11,-1.5991646067415726,-0.8396576898932846,down_in_TGM2high,9.753527338383724e-19,1.8159791434139652e-13,4.5349612865555157e-10
SOX6,-0.381740646511333,6.192012078547222e-20,533,-0.3339016789625805,2.0795911481837388e-14,498,-0.2745389978079727,1.1825113419130235e-10,-1.0229865168539316,-0.7017021657250506,down_in_TGM2high,8.097246564254061e-19,1.860686816795977e-13,6.7008976041738e-10
DNAJC28,-0.38610537068812467,2.1565811985733328e-20,533,-0.36762573585883024,2.3801176600868808e-17,498,-0.28364102820798437,2.6615752375560992e-11,-0.6126387640449442,-0.6567292529817941,down_in_TGM2high,3.3328982159769685e-19,4.0462000221476974e-16,1.8852824599355704e-10
PTPN3,-0.41123575056355494,3.625082539965681e-23,533,-0.3741187643995782,5.8742856945260825e-18,498,-0.28458310075005244,2.2737480629941273e-11,-0.8185780898876391,-0.6730197112366607,down_in_TGM2high,1.027106719656943e-21,1.2482857100867925e-16,1.6805963943869634e-10
