gene,rho,p,n,rho_adj_purity,p_adj_purity,n_purity,rho_adj_fibro,p_adj_fibro,log2FC_axis1,log2FC_axis2,direction_axis1,fdr,fdr_adj_purity,fdr_adj_fibro
CDK5R2,0.35735201359861796,1.6881914089149515e-17,533,0.31493331156716287,6.624426374595421e-13,498,0.32382452662234146,1.8766544955977894e-14,1.2218646067415728,0.5961846829880728,up_in_TGM2high,1.5104870500817987e-16,4.331355706466237e-12,3.5447918250180467e-13
PRIMA1,0.35559933609596134,2.480588539012902e-17,533,0.32048279790592593,2.467490566482908e-13,498,0.2787416515934559,5.980165282966776e-11,2.4879820224719094,1.8954105461393576,up_in_TGM2high,2.1085002581609666e-16,1.8237973752264973e-12,3.910108069632123e-10
FKBP10,0.35437601927099205,3.2403689765046557e-17,533,0.3355339781570104,1.5263604842839108e-14,498,0.24431400269939102,1.1390251065623059e-08,1.073101685393258,0.7525831450094191,up_in_TGM2high,2.6231558381228165e-16,1.5263604842839108e-13,4.209440611208521e-08
EFNA3,0.347632713494476,1.3843526297864994e-16,533,0.3840842743072774,6.446552982841764e-19,498,0.2902506054611161,8.706110469616947e-12,0.8824848314606744,0.6260116760828618,up_in_TGM2high,1.023217161146543e-15,1.5655914386901428e-17,7.789677788604637e-11
P4HA3,0.3450008022117507,2.417085718861909e-16,533,0.3335620117280688,2.2173215425273378e-14,498,0.17143506734652822,7.05774272275425e-05,1.2659134831460674,0.7765241996233501,up_in_TGM2high,1.648629079962406e-15,1.884723311148237e-13,0.00013331291809646914
IGFBP3,0.34498635883397205,2.4244545293564795e-16,533,0.3517038419819238,6.447147415991597e-16,498,0.31755334262278206,6.274311855553106e-14,1.0509988764044935,0.6316682674199612,up_in_TGM2high,1.648629079962406e-15,8.43088508245055e-15,1.0666330154440279e-12
IL20RB,0.3400829739346173,6.752474496018153e-16,533,0.26838359832247005,1.2015164138701328e-09,498,0.2774715615062995,7.357457372593818e-11,2.3573174157303374,1.637150062774638,up_in_TGM2high,4.4150794781657154e-15,4.7501811711144785e-09,4.5349612865555157e-10
ATP10A,0.33839402325522444,9.569133494608463e-16,533,0.2641211340043456,2.233171466369489e-09,498,0.1574558347506635,0.0002663920344818442,1.0013095505617953,0.6394719083490283,up_in_TGM2high,5.937081707762981e-15,8.628162483700299e-09,0.00042723250813125955
PROCR,0.33828871934596294,9.778722812786087e-16,533,0.3156959959331001,5.790696812823418e-13,498,0.2456750261634859,9.388620178919683e-09,0.7742752808988751,0.6781681732580065,up_in_TGM2high,5.937081707762981e-15,3.937673832719924e-12,3.55091511136681e-08
KIF20A,0.3377251898838509,1.0979326890528904e-15,533,0.26937929010864886,1.0379155200232431e-09,498,0.2241945224421208,1.736148185837667e-07,1.0762865168539315,0.7883424984306346,up_in_TGM2high,6.43615714272384e-15,4.303552156193935e-09,5.36627621077097e-07
DPYSL3,0.3360163607606204,1.5576007900538533e-15,533,0.3123449332255715,1.0427004545832551e-12,498,0.11864022677502654,0.006149582161844953,0.9993898876404508,0.9199204959196496,up_in_TGM2high,8.541681751908229e-15,6.330681331398335e-12,0.008297055297727318
KDELR3,0.3205027801024551,3.377754660737947e-14,533,0.24037871314292072,5.7911175750573366e-08,498,0.24063576553402002,1.9092658725778753e-08,1.0553106741573035,0.7557304143126178,up_in_TGM2high,1.7400554312892452e-13,1.562682520253567e-07,6.761983298713308e-08
MMP9,0.31970880408621216,3.9352401546386003e-14,533,0.2530665806084283,1.0595083238684077e-08,498,0.15852741069891885,0.00024151495117158818,1.4756005617977523,1.0872151600753304,up_in_TGM2high,1.9676200773193002e-13,3.4637772126467176e-08,0.00039478405479971145
C9orf44,0.3193464605408707,4.2187394548963883e-14,533,0.25756488714620834,5.672221711565309e-09,498,0.24953732776286938,5.391268159729796e-09,1.3619752808988763,0.999203044569994,up_in_TGM2high,2.0491020209496743e-13,2.00891185617938e-08,2.13143159803271e-08
C1QL1,0.31834596907548346,5.1096307336794874e-14,533,0.29050650045301213,4.028391888787229e-11,498,0.279216303085614,5.532924568307268e-11,2.021479213483145,1.9239854990583825,up_in_TGM2high,2.412881179793091e-13,2.0752321851328147e-10,3.762388706448942e-10
NPTX2,0.31817875713691585,5.275522865467868e-14,533,0.2886521674014075,5.417452784885023e-11,498,0.22272891364592684,2.0969976411254465e-07,1.925811235955056,1.502814061519146,up_in_TGM2high,2.423888884133885e-13,2.631334209801297e-10,6.254203491075894e-07
TFPI,0.31770297671081615,5.77697395515523e-14,533,0.3128496924879288,9.54752943397229e-13,498,0.29321048463627547,5.228195660602731e-12,1.0075089887640465,0.7729054927809127,up_in_TGM2high,2.5844357167799717e-13,6.0114074213899595e-12,4.937740346124801e-11
UNC5A,0.3174370996134525,6.077247914582831e-14,533,0.26850364145630806,1.1805370629521372e-09,498,0.17051329663049242,7.729294139922854e-05,1.3942269662921358,1.0796681104833654,up_in_TGM2high,2.649056783279696e-13,4.7501811711144785e-09,0.00014439340700954782
AEBP1,0.3162334716952029,7.639356132242443e-14,533,0.28620328413530766,7.985018699421304e-11,498,0.09732727274662104,0.024773440238981363,1.253092134831462,0.8533396107972333,up_in_TGM2high,3.2467263562030383e-13,3.7707032747267273e-10,0.031428991347961434
FGF5,0.3157773012150455,8.328999196657587e-14,533,0.25992410614776734,4.067790991445357e-09,498,0.22061125303598064,2.7485831473170813e-07,1.3127696629213486,0.7842241996233523,up_in_TGM2high,3.4534874717848534e-13,1.4713286564802353e-08,7.659985820391866e-07
RYR2,0.3145581512585867,1.0485651324844456e-13,533,0.2475004655097113,2.2579818379854303e-08,498,0.2206397568073477,2.738639769758248e-07,1.5748202247191014,1.321726710608914,up_in_TGM2high,4.244192202913232e-13,6.618222628577985e-08,7.659985820391866e-07
NFE2L3,0.3114134107218365,1.8898856819737968e-13,533,0.21846735075396725,8.75833300942317e-07,498,0.29714718461031303,2.6289709060106283e-12,0.7549398876404485,0.6511597300690504,up_in_TGM2high,7.471641068268498e-13,1.9023913051674765e-06,2.979500360145379e-11
C21orf7,0.31089707615925344,2.0804244926558152e-13,533,0.25643435767800943,6.644135203657303e-09,498,0.15940645194878586,0.0002227483810407591,0.811448314606741,0.7396175455116136,up_in_TGM2high,8.03800372162474e-13,2.305108131881105e-08,0.0003712473017345985
DNAJB13,0.3106805942571748,2.1657982515838852e-13,533,0.28470390443412624,1.0107140360158948e-10,498,0.2583695086616609,1.463813099627847e-09,1.943315730337079,1.535359541745135,up_in_TGM2high,8.181904505983567e-13,4.5216154242816346e-10,6.63672637791832e-09
NKAIN1,0.3090588490783293,2.924200910008889e-13,533,0.31779329197045175,3.992322989149606e-13,498,0.3043743969723301,7.238593539841809e-13,1.19183595505618,0.96734136848713,up_in_TGM2high,1.0806829450032851e-12,2.8278954506476375e-12,1.0254674181442564e-11
GPX8,0.30876756903841307,3.0856119272190516e-13,533,0.24817635169605848,2.0617523521119243e-08,498,0.16681364201768586,0.00011079584106670596,0.6815876404494396,0.5965115505335863,up_in_TGM2high,1.116072399206891e-12,6.149085962439072e-08,0.00019826624190884224
EYA1,0.30127753010551817,1.2037249071675877e-12,533,0.2831511656315471,1.288196512473118e-10,498,0.24093268522330963,1.8318602268296987e-08,1.579660674157303,1.0132485875706223,up_in_TGM2high,4.176188453438569e-12,5.615215567190513e-10,6.625877416192526e-08
SPSB1,0.30112219099339915,1.2376820314928544e-12,533,0.2547356953194028,8.414407820634991e-09,498,0.18196882340923587,2.4153698623274852e-05,0.8278252808988782,0.7291153483992474,up_in_TGM2high,4.208118907075705e-12,2.8048026068783303e-08,4.7745683325078194e-05
CXCR7,0.2984826171068723,1.980629603770102e-12,533,0.2848051833623346,9.947955910272485e-11,498,0.17316060350027376,5.94595508006644e-05,0.7897028089887623,0.7196349968612701,up_in_TGM2high,6.475135243094563e-12,4.5216154242816346e-10,0.00011357442287767356
C10orf99,0.29562298804621956,3.2784996559456503e-12,533,0.24883240530330886,1.8871242844258923e-08,498,0.2762545142979516,8.96499631351799e-11,2.4262735955056183,1.749036566227244,up_in_TGM2high,1.0515942292655859e-11,5.72877014915003e-08,5.255342666545029e-10
PLA2G2A,0.2913287948839072,6.915026300368751e-12,533,0.2461164917509336,2.7177475693041684e-08,498,0.15446060640228354,0.00034921907392031253,1.270408426966292,1.1578330822347769,up_in_TGM2high,2.1769527241901624e-11,7.830798081045909e-08,0.000554834042677132
CXorf30,0.28940320583733864,9.624310897078699e-12,533,0.23653053559055592,9.517017223305881e-08,498,0.238966896709244,2.4068682074533033e-08,1.3184994382022477,0.9158222849968612,up_in_TGM2high,2.974787004551598e-11,2.451352921154545e-07,8.35035908708289e-08
SNHG3-RCC1,0.2892607144722414,9.861678730086354e-12,533,0.27634448614616813,3.6658029931147676e-10,498,0.1974359216924543,4.466255528225799e-06,0.6060213483146075,0.5877456999372255,up_in_TGM2high,2.9937239002047865e-11,1.5579662720737764e-09,9.990308418399814e-06
PITX2,0.2887686779645781,1.0726129809070665e-11,533,0.23606233636529236,1.0104107261925674e-07,498,0.2603881161118869,1.079106621810699e-09,1.6577455056179775,1.452698493408663,up_in_TGM2high,3.199021171126339e-11,2.563728708249798e-07,5.2413750202233955e-09
CDC25C,0.2873061875644669,1.375597607286518e-11,533,0.22390992423901057,4.5747636649284394e-07,498,0.2244636887087958,1.6767340011654272e-07,0.9142657303370788,0.7702083490269933,up_in_TGM2high,4.0319240213570354e-11,1.036946430717113e-06,5.278607040705975e-07
SLCO5A1,0.2871154818802223,1.4208055151011843e-11,533,0.1789709779143259,6.013455258307897e-05,498,0.21282812945324456,7.261690059993542e-07,0.7457112359550564,0.5983345260514759,up_in_TGM2high,4.093846399444091e-11,9.554087793573295e-05,1.7635533002841456e-06
SPOCK1,0.28099560636031673,3.95892294913681e-11,533,0.2391826674658669,6.764113358547715e-08,498,0.18268539282530097,2.2403967443401e-05,1.5167280898876427,1.5043795982423092,up_in_TGM2high,1.0682807957988218e-10,1.7690758014663254e-07,4.4807934886802e-05
C5orf46,0.27996789670282096,4.690833744676464e-11,533,0.2509110265064033,1.4233114197036453e-08,498,0.1624922715777643,0.00016712743764169455,1.9361938202247184,2.334245637162584,up_in_TGM2high,1.2460027134296857e-10,4.3993262063567215e-08,0.0002869865090816977
PYCR1,0.27722503296814793,7.351725856359884e-11,533,0.24024333336441947,5.894062924201727e-08,498,0.167610934104378,0.00010258860427820326,1.019025842696628,0.7218986503452607,up_in_TGM2high,1.9227590701248927e-10,1.5656104642410837e-07,0.0001855325822052612
SCG2,0.2764456794995646,8.345305936385541e-11,533,0.23410462156899414,1.2960235001407017e-07,498,0.08169795654251243,0.05968816365194708,1.2492297752808996,0.8475088826114234,up_in_TGM2high,2.1495484987659725e-10,3.1474856431988465e-07,0.07145766071007749
S100A3,0.2762200141180547,8.656665819851813e-11,533,0.2420480857168689,4.6561164433612625e-08,498,0.1516747501032034,0.0004472671643413019,0.8427595505617971,0.6930345574387937,up_in_TGM2high,2.1913056683984987e-10,1.2976062219203518e-07,0.0006912310721638302
NETO2,0.2761431918425865,8.765222673593995e-11,533,0.31212343293934747,1.0837515248990114e-12,498,0.2593832285813232,1.2563952401621491e-09,0.7363151685393259,0.60494921531701,up_in_TGM2high,2.1913056683984987e-10,6.353026180442481e-12,5.932977522987926e-09
CENPA,0.27404679301828905,1.229726492593307e-10,533,0.19406904856818255,1.3181181656156763e-05,498,0.207166062333354,1.4395261153261838e-06,0.813897191011236,0.61134271814187,up_in_TGM2high,3.0297609237806116e-10,2.3101040015944844e-05,3.3070194541277193e-06
C13orf33,0.2738929680700103,1.2605171883797182e-10,533,0.2279044389374161,2.810475728049155e-07,498,0.058117225253568765,0.18074668392090332,0.8453398876404483,0.5855179849340866,up_in_TGM2high,3.061256028922173e-10,6.544943476278854e-07,0.20622104876881586
LTBP1,0.27379865471724485,1.2797658360292575e-10,533,0.24057525582975667,5.644748450204448e-08,498,-0.015716795869263434,0.7175915327721745,0.8983825842696618,0.7014531387319494,up_in_TGM2high,3.064228058098222e-10,1.5477536073141228e-07,0.7304823986303572
RNASET2,0.2701719205757666,2.2819641414414024e-10,533,0.2428912113440776,4.167833287069199e-08,498,0.21703041335582338,4.3168666983829587e-07,0.9673842696629203,0.8131515693659743,up_in_TGM2high,5.387970889514422e-10,1.1808860980029398e-07,1.1119202101895498e-06
PRAME,0.2696912192501169,2.4621883500971775e-10,533,0.20670641808864484,3.3698574997661923e-06,498,0.22154959118963807,2.4388404027103564e-07,2.0329713483146072,1.5482090709353402,up_in_TGM2high,5.733863281048221e-10,6.739714999532385e-06,7.092183042362126e-07
GOLGA7B,0.2680586145916825,3.183862952175659e-10,533,0.23416450786349421,1.2862332090338263e-07,498,0.2642698391176842,5.959954508084891e-10,0.973599438202247,0.6095334588826118,up_in_TGM2high,7.314279754998135e-10,3.1474856431988465e-07,3.1662258324200984e-09
FABP6,0.2655879238285095,4.682377284505657e-10,533,0.2052243925683873,3.972087044055363e-06,498,0.25340153735123105,3.066188529070875e-09,1.4982887640449425,1.412984588826112,up_in_TGM2high,1.0473738662710021e-09,7.761549396430021e-06,1.2713464632732897e-08
LOC100270710,0.26505397732096425,5.086775791212661e-10,533,0.22675408212245918,3.2367809295351855e-07,498,0.1386191610344715,0.001349523521917666,0.8016196629213495,0.6920900188323911,up_in_TGM2high,1.1230543954625354e-09,7.435848081364616e-07,0.0019608461429572923
TBX18,0.2646472084406285,5.417466321923495e-10,533,0.1834323838644551,3.8884373437293786e-05,498,0.023695472636746352,0.5855265314388691,0.9987123595505616,0.8900874136848711,up_in_TGM2high,1.1807298393935821e-09,6.356099504173023e-05,0.6069482338085839
PDLIM3,0.2616711696056206,8.560836326273275e-10,533,0.20266796316636998,5.259875228749849e-06,498,0.03713240108562282,0.3926930347870644,0.8008415730337095,0.7099467984934087,up_in_TGM2high,1.819177719333071e-09,9.826140537224994e-06,0.42251782223924655
C8orf22,0.2598413417737361,1.1310312003810324e-09,533,0.2005435707370718,6.624488608000613e-06,498,0.18702382553127797,1.412235314029819e-05,1.80308202247191,2.4299993722536093,up_in_TGM2high,2.3737691859848828e-09,1.2109280251183915e-05,2.8941187920375485e-05
OASL,0.25640710874878175,1.896633726789523e-09,533,0.16315876669807752,0.00025947134179087305,498,0.26086856134350944,1.0031841825668852e-09,0.7600758426966276,0.7875382611424966,up_in_TGM2high,3.932045531149012e-09,0.0003500803817813367,5.0159209128344265e-09
SCD,0.2519862616334077,3.6492471983303652e-09,533,0.2622375291548701,2.926644773741565e-09,498,0.24566690801828245,9.399481177147438e-09,0.6905207865168492,0.6393881983678593,up_in_TGM2high,7.385381234716216e-09,1.1056213589690357e-08,3.55091511136681e-08
PMCH,0.2503639442157611,4.625504404107792e-09,533,0.16780576389602542,0.00017111310586008925,498,0.25597094950209986,2.0958894585373217e-09,0.98728988764045,0.7322132768361578,up_in_TGM2high,9.128400103810322e-09,0.00023843629505094404,8.907530198783618e-09
PTHLH,0.24937066304925876,5.343675889955637e-09,533,0.19033246408980256,1.9407412312735338e-05,498,0.13892851122618277,0.0013160445692013574,1.52677640449438,1.1759626177024476,up_in_TGM2high,1.0323010241959753e-08,3.332585952691927e-05,0.0019286860065881963
HSD3B7,0.24622508247337288,8.405623534804081e-09,533,0.216971008825658,1.0440302827857033e-06,498,0.3123012527136739,1.6873019747342523e-13,0.741088202247191,0.7096038920276211,up_in_TGM2high,1.6055685403558356e-08,2.191174667574933e-06,2.607648506407481e-12
TLE6,0.2456682346878992,9.101568701871815e-09,533,0.23489364405947444,1.1726090216672577e-07,498,0.13163088192402173,0.0023486479767994757,0.7653483146067415,0.7399354676710614,up_in_TGM2high,1.7162889786435774e-08,2.9315225541681446e-07,0.0033552113954278223
APOC1,0.24560259592462996,9.187193944503856e-09,533,0.1672617214480234,0.00017976249882179854,498,0.26317977124692327,7.048036175321506e-10,0.9499252808988778,0.6680503452605162,up_in_TGM2high,1.7162889786435774e-08,0.00024841932243202915,3.6308065145595636e-09
LOC100216001,0.24347634502107005,1.242464264796212e-08,533,0.21838805284844778,8.840524300484156e-07,498,0.1518217818594519,0.00044150984901663475,0.8162308988764042,0.6568973320778408,up_in_TGM2high,2.295857880601696e-08,1.9023913051674765e-06,0.0006885933425030083
NDC80,0.23872298201956205,2.415253712965597e-08,533,0.15050748147050386,0.0007624388179793998,498,0.10371530909104616,0.016709581842651065,0.6430735955056184,0.6045530759573134,up_in_TGM2high,4.3220329600436995e-08,0.0009672731272872983,0.021519916009474855
PPEF1,0.23746172102449278,2.8743768754028784e-08,533,0.1730397336516217,0.00010565097777166086,498,0.12487685683493252,0.003916307915287135,0.6891657303370784,0.7113186126804765,up_in_TGM2high,5.090042383525931e-08,0.00015373319957798568,0.005369131819345265
MAOA,0.23470199161495567,4.1921746176286795e-08,533,0.20644283356617676,3.4701605405305444e-06,498,0.2938510279398193,4.6782559835722666e-12,0.7440280898876406,0.733724136848716,up_in_TGM2high,7.347110154606964e-08,6.859619673141774e-06,4.6782559835722664e-11
CCL20,0.2336833682619358,4.813062423497149e-08,533,0.20466840444495818,4.223511625992081e-06,498,0.2101269147226424,1.0088694190002318e-06,1.2240264044943825,1.1819104833647192,up_in_TGM2high,8.349189918311381e-08,8.159056550211975e-06,2.3820527948616583e-06
LOC645166,0.23178007059185893,6.219569441312723e-08,533,0.1876175949000197,2.558698772621535e-05,498,0.22035026037441321,2.841260210672639e-07,0.6945471910112371,0.8342385122410549,up_in_TGM2high,1.0680068737607706e-07,4.306720706392683e-05,7.79055219055401e-07
LOC100188947,0.23114328717817323,6.773242442799665e-08,533,0.20165407951515996,5.873781946716217e-06,498,0.16187855357930706,0.0001770278201873457,0.9095505617977528,0.9220470495919652,up_in_TGM2high,1.151451215275943e-07,1.0853727510236487e-05,0.0003009472943184877
NBL1,0.22682233127687904,1.2002846344379098e-07,533,0.1991436316295466,7.701743324880048e-06,498,0.219808165137993,3.0434666618200724e-07,0.727144382022475,0.6056980853735094,up_in_TGM2high,1.980392804771415e-07,1.3928684736485194e-05,8.212529087450989e-07
CD70,0.22675116445523166,1.2115344217425126e-07,533,0.18497144642775426,3.337356331582625e-05,498,0.2214774607549598,2.4614047029374437e-07,1.6568679775280906,1.354751098556184,up_in_TGM2high,1.980392804771415e-07,5.5082580230004484e-05,7.092183042362126e-07
FOLH1,0.22581660013236005,1.369042736489113e-07,533,0.21799685218237638,9.2569545623518e-07,498,0.0948571642266265,0.028692850381618396,0.6101348314606732,0.7930436597614552,up_in_TGM2high,2.2165453828871356e-07,1.9671028444997574e-06,0.03604644265494584
PGF,0.22535416983668105,1.454110408189623e-07,533,0.19787362453036958,8.82177470876176e-06,498,0.09028293291807653,0.037366051526734965,0.9082393258426968,1.4489000941619548,up_in_TGM2high,2.3320638621909047e-07,1.578633368936315e-05,0.04636663328134996
PLA2G1B,0.2249180821931123,1.538987429214727e-07,533,0.16805544118303842,0.0001672756907682091,498,0.2567882593053692,1.8553652518954882e-09,0.7271719101123593,0.9444722536095416,up_in_TGM2high,2.422480212652811e-07,0.00023501543331070702,8.087489559544436e-09
MMP16,0.2245960079656916,1.6047204313313426e-07,533,0.1698801756258265,0.00014158582442623047,498,-0.04731889176121756,0.27595138978489264,0.7607662921348313,0.6882755806654108,up_in_TGM2high,2.5027749846452136e-07,0.0002022654634660435,0.3086298438383668
ABCA12,0.2225463649735156,2.091027812481032e-07,533,0.1758165818810372,8.133486585871078e-05,498,0.18747572442223315,1.3451328683742376e-05,0.95772191011236,1.043530571249213,up_in_TGM2high,3.202475028124103e-07,0.000124566911675503,2.8231183657237084e-05
HTRA3,0.21927576232351456,3.173473539895942e-07,533,0.19713154951017703,9.546332251481186e-06,498,0.028785328600663414,0.5076426284947843,0.7325162921348296,0.622140991839295,up_in_TGM2high,4.816879480199198e-07,1.6904963361997935e-05,0.5360201667336232
ACTG2,0.21708281888293532,4.1827179223130155e-07,533,0.1730241875254943,0.0001058046138272019,498,0.010726914491611048,0.8050299165964633,0.8318842696629201,0.8977381983678603,up_in_TGM2high,6.292584484895687e-07,0.00015373319957798568,0.8146136060797544
CHST1,0.216766046611889,4.351899073624616e-07,533,0.1765010707006625,7.620936427094048e-05,498,-0.04460903445706575,0.3044185378501128,0.7706168539325855,0.8257285624607658,up_in_TGM2high,6.489674057159515e-07,0.00011885864152348515,0.33387839635173666
PRRX2,0.2134760484830993,6.546334247551166e-07,533,0.17782803292560345,6.712822706446384e-05,498,-0.026620950239757114,0.5400880358961393,0.8041769662921348,0.6871673885750162,up_in_TGM2high,9.67718975724955e-07,0.00010566480186073011,0.5632820006278753
KCNJ2,0.21335677558835478,6.643152712795975e-07,533,0.18228745670149837,4.353110359694568e-05,498,0.09477189765999323,0.028837154123956668,0.6121387640449445,0.6525568738229772,up_in_TGM2high,9.73565483771824e-07,7.047892963315015e-05,0.03604644265494584
FAM57B,0.20704972381519568,1.4267419399056692e-06,533,0.1763180895702065,7.75488849694243e-05,498,0.19213523218253378,8.087825412148311e-06,0.674813483146067,0.921562806026365,up_in_TGM2high,2.038202771293813e-06,0.00011984827677092846,1.762731179570786e-05
MMRN1,0.20671238210098308,1.4853041773017066e-06,533,0.1613738820364893,0.0003035733321150676,498,0.11656866696687897,0.007112554288665542,0.8770129213483138,0.902627306967986,up_in_TGM2high,2.1041809178440842e-06,0.0004031833317153242,0.009520741961205843
CAMK2N2,0.20627867947771972,1.5639869578772638e-06,533,0.1820097341176938,4.473489640402556e-05,498,0.1596515731087079,0.00021776402795447552,0.7339831460674158,0.789708537350911,up_in_TGM2high,2.1973370482573128e-06,7.17446451762674e-05,0.00036653351239862217
CCDC74A,0.20151086440123886,2.738633613336373e-06,533,0.15582552094480656,0.0004894436239853676,498,0.1870187224732232,1.413010939641862e-05,0.6696477528089906,0.7271463590709342,up_in_TGM2high,3.816128805468717e-06,0.0006351558479199427,2.8941187920375485e-05
FZD10,0.20035859064233846,3.1294817040123815e-06,533,0.15503706109114238,0.0005231581715680589,498,0.006715055587919506,0.8771989326421655,0.84180617977528,0.7847193345888264,up_in_TGM2high,4.325299916114674e-06,0.0006737643118679546,0.8771989326421655
COLEC12,0.19889045540424036,3.705175568778526e-06,533,0.17334976314076955,0.0001026305645124108,498,0.028951379770826745,0.505196243836534,0.6654971910112373,1.3431042686754546,up_in_TGM2high,5.0796761830028184e-06,0.00015171474754008553,0.5360201667336232
DCLK1,0.19858933581112265,3.835159052425875e-06,533,0.129177277203823,0.003918404925573409,498,0.09892606283016865,0.022490819627446486,0.6453691011235954,0.7952880100439419,up_in_TGM2high,5.2158163112991895e-06,0.004500870522618105,0.028747664185457916
LOC728875,0.19736520281009934,4.409860563970818e-06,533,0.13611709396667399,0.002357543990587785,498,0.16300337281741634,0.00015928131942987876,0.7047140449438203,0.6199323917137471,up_in_TGM2high,5.949811872024119e-06,0.002802674674125339,0.0002763043296232591
ABCA17P,0.19669181670129546,4.760177056159242e-06,533,0.20437694687355956,4.361315426920424e-06,498,0.16954909194599926,8.495963335299929e-05,0.712103370786517,0.6050260200878848,up_in_TGM2high,6.371890547614733e-06,8.330602500859237e-06,0.00015699062684793348
TUBA3D,0.19387248020969894,6.537118986097588e-06,533,0.13077884199208736,0.003492125721783529,498,0.13055403048866424,0.002552184886188715,1.3147573033707871,2.593710640301319,up_in_TGM2high,8.548540212589155e-06,0.0040385127394775506,0.003615595255434013
PLA2G5,0.1904314798172206,9.568465322544084e-06,533,0.14662968873693252,0.0010439964685498109,498,-0.026792844771916718,0.5374739003310842,0.6763471910112364,0.6878193973634654,up_in_TGM2high,1.2417092403301483e-05,0.001276830213334301,0.5632820006278753
WBSCR26,0.18596116692225578,1.5538474359728343e-05,533,0.22049112607570048,6.892545429653303e-07,498,0.21900649266514255,3.368089162339857e-07,0.7331084269662926,0.615512052730697,up_in_TGM2high,2.0011671523892562e-05,1.5217308091442356e-06,8.946486837465245e-07
