gene,rho,p,n,rho_adj_purity,p_adj_purity,n_purity,rho_adj_fibro,p_adj_fibro,log2FC_axis1,log2FC_axis2,direction_axis1,fdr,fdr_adj_purity,fdr_adj_fibro
TMEM139,0.4914439934589332,1.4053114505046729e-12,184,0.5255172299544115,9.679599142576394e-13,161,0.6180120967608846,1.1643495713973657e-20,3.36518387096774,1.506401142473118,up_in_TGM2high,2.4016308872341455e-11,4.039619375501882e-11,4.555517698092193e-19
PTPRJ,0.49136021267168806,1.4194942943716195e-12,184,0.4793206013143636,1.434199796064862e-10,161,0.534283546261766,6.736581577805687e-15,1.5223370967741945,0.8457766801075284,up_in_TGM2high,2.4016308872341455e-11,1.832263412931844e-09,4.1753466016894655e-14
SPNS3,0.4870467121533385,2.371762136554881e-12,184,0.4307453421639318,1.3036166250554366e-08,161,0.6048418332164616,1.2196261096435574e-19,2.2014725806451616,1.1670252688172047,up_in_TGM2high,3.90716604600883e-11,7.486825754905534e-08,3.887118850223096e-18
C4BPA,0.48659022702645305,2.503121478920419e-12,184,0.4931262703061331,3.4801577030143106e-11,161,0.598950302518294,3.368732955939779e-19,3.828145161290324,1.958088844086021,up_in_TGM2high,4.0178308866773906e-11,5.888050600235022e-10,7.810469742290005e-18
COBL,0.48611854905511354,2.6462782396482225e-12,184,0.4757898805630937,2.0395839942600688e-10,161,0.6232229449162259,4.45721911695551e-21,2.8140887096774208,1.6204819892473132,up_in_TGM2high,4.141425445049468e-11,2.503489373346673e-09,2.5365628792855903e-19
SLC4A10,0.4847838782989004,3.095859165590948e-12,184,0.374679662366038,1.0543884794930675e-06,161,0.5240918299168515,2.6631117626058818e-14,1.23945,0.8708796370967742,up_in_TGM2high,4.726848384536424e-11,2.836043737444631e-06,1.3777751763564315e-13
ACY3,0.48309244817695884,3.773286251342706e-12,184,0.4587427582343397,1.0566093076149587e-09,161,0.6047379848084604,1.241891006461053e-19,2.4556161290322587,1.2217076612903215,up_in_TGM2high,5.623993317477462e-11,9.316020092492453e-09,3.887118850223096e-18
ZNF702P,0.4823370769201133,4.120471213725306e-12,184,0.4217348926191374,2.7914508386575376e-08,161,0.48909704172841784,2.1380414102304733e-12,2.2120564516129035,1.3577133736559135,up_in_TGM2high,5.998639487888469e-11,1.29440609259231e-07,6.593172033518602e-12
SKAP1,0.48160698117932615,4.485450382894013e-12,184,0.3842503210260836,5.268963787794655e-07,161,0.517774869228621,6.102112749420247e-14,2.1810629032258086,1.1439136424731196,up_in_TGM2high,6.381572590208299e-11,1.5412950145604928e-06,2.7872373960552093e-13
CLMN,0.48059008716370466,5.04660415028535e-12,184,0.5141301976770067,3.5609299253159412e-12,161,0.6007243781374407,2.48630869526441e-19,1.9052112903225835,1.0327564516129026,up_in_TGM2high,7.020387106841398e-11,9.200840516151432e-11,6.4851218468146695e-18
ZNF69,0.47990214020149874,5.464328509299761e-12,184,0.44655223672246935,3.244951936683718e-09,161,0.5349418089130281,6.154466311481239e-15,2.2103258064516136,1.2852061827956982,up_in_TGM2high,7.436238362655762e-11,2.3620231539116367e-08,3.891612031300258e-14
ZNF608,0.47902949278572937,6.0427747634745816e-12,184,0.45797849366524723,1.135091456377572e-09,161,0.4693955513770561,2.0452730557498417e-11,1.7373048387096786,0.8118387768817197,up_in_TGM2high,8.048461706244868e-11,9.868989606838332e-09,4.985702907757932e-11
TNFSF11,0.47875787405366876,6.234664328247093e-12,184,0.4301477222278736,1.3720907874155185e-08,161,0.4315728455101443,1.0636944232865622e-09,1.7550516129032272,1.1883098790322577,up_in_TGM2high,8.131041394755583e-11,7.652740481553178e-08,1.9079447248635758e-09
APOD,0.47732850455587444,7.346196934957991e-12,184,0.4354764074845879,8.661936945178735e-09,161,0.4543836587397913,1.0402623796511104e-10,2.772074193548386,1.4032360887096766,up_in_TGM2high,9.385141390374904e-11,5.422372527681889e-08,2.222540101234113e-10
C10orf81,0.47648952339577805,8.085924684179193e-12,184,0.5050148014060051,9.761715154779547e-12,161,0.5770478722697098,1.2330297480316365e-17,4.306912903225807,2.37859442204301,up_in_TGM2high,1.0082338892121126e-10,2.0369445622973322e-10,1.749178754507591e-16
ST6GAL1,0.4763518329448479,8.214046062271204e-12,184,0.43081977762630863,1.2953218395327365e-08,161,0.5134446124087642,1.0667296961578046e-13,1.873751612903224,1.0121255376344074,up_in_TGM2high,1.0082338892121126e-10,7.486825754905534e-08,4.637311040241568e-13
TTLL6,0.4759325838361876,8.616423674947536e-12,184,0.493181867218868,3.4599219943020624e-11,161,0.5947211964607907,6.896860654615309e-19,3.2294629032258064,1.4143834005376337,up_in_TGM2high,1.0372848500994533e-10,5.888050600235022e-10,1.3927208934803818e-17
INSC,0.47416133844189945,1.0538170709047784e-11,184,0.41555501503256337,4.646183791074471e-08,161,0.5374095898669206,4.378104690852926e-15,2.307024193548388,1.0814022849462366,up_in_TGM2high,1.2446971441252667e-10,1.9785789477636862e-07,3.07943093985835e-14
TRIM10,0.4735492394243118,1.1294455243201847e-11,184,0.47237563536092686,2.856148321977067e-10,161,0.5792570670021026,8.680675689961828e-18,3.181138709677418,1.651799059139785,up_in_TGM2high,1.309320181897103e-10,3.2180622590679003e-09,1.2938340433133583e-16
TXK,0.4706651769374506,1.5627494311605237e-11,184,0.3682253496109445,1.662696209259674e-06,161,0.5352184819577392,5.9247248369148215e-15,1.664843548387097,0.7743545698924721,up_in_TGM2high,1.778692988920887e-10,4.291493913018586e-06,3.8235853071223486e-14
C17orf73,0.47015580994541445,1.654472932094126e-11,184,0.4958977089086717,2.5989300125048088e-11,161,0.5897490364675902,1.5802148688452201e-18,3.037132258064517,2.0448518145161287,up_in_TGM2high,1.8494643848052195e-10,4.785088787729443e-10,2.7478180774919662e-17
