gene,rho,p,n,rho_adj_purity,p_adj_purity,n_purity,rho_adj_fibro,p_adj_fibro,log2FC_axis1,log2FC_axis2,direction_axis1,fdr,fdr_adj_purity,fdr_adj_fibro
FRRS1,0.24902412841821034,0.0008024371538844879,178,0.2762979987832019,0.0006757608669430568,149,0.1848810549175347,0.013757619470305,1.0632750000000015,0.6369756696428563,up_in_TGM2high,0.0008482907055350301,0.0007576712750573668,0.014406563784942027
PSCA,0.24387480330961167,0.0010364302062333911,178,0.3128988065241626,0.00010795106010699827,149,0.2114826799362765,0.004717869169852147,2.3183466666666632,1.5650896577380955,up_in_TGM2high,0.001085318423508551,0.0001288448136760947,0.005184984929243448
PADI1,0.24169855744171015,0.0011529589176318738,178,0.27110940149942364,0.0008595585037231032,149,0.2059705205417355,0.0059522867231799744,1.908876666666667,1.566950148809524,up_in_TGM2high,0.0011956204625759971,0.0009354019011104359,0.006352921406470934
CRCT1,0.23758584021072415,0.0014065259967263731,178,0.26219034224815085,0.0012857288968747985,149,0.20918300802985598,0.005201822663424426,1.0506016666666669,1.031868526785714,up_in_TGM2high,0.001432333813180068,0.0013591991195533583,0.005660807016079522
MFAP5,0.23724877091780336,0.0014294175148790377,178,0.2177804221977759,0.007838646624949893,149,-0.00836464582910227,0.9120145676603689,1.4415366666666678,0.6702375744047604,up_in_TGM2high,0.0014424122195597561,0.007909907048813074,0.9120145676603689
UPK3B,0.2277416698495312,0.0022332191208895348,178,0.25884785799608656,0.0014899186923681312,149,0.2265357386821314,0.0024291873578770077,1.3248033333333329,0.8189358630952377,up_in_TGM2high,0.0022332191208895348,0.0015601978759704016,0.00280874788254529
NPW,-0.24151518893591914,0.0011633063960198892,178,-0.25751339872085227,0.0015793907552238068,149,-0.15061210632322908,0.04539284903725551,-1.091446666666667,-0.8301289434523813,down_in_TGM2high,0.0011956204625759971,0.0016384334002789024,0.0462257453498657
CDHR3,-0.2652669857335268,0.0003455796696841382,178,-0.21110100965130874,0.010010364079787124,149,-0.18490103716124232,0.013747224554488612,-1.0686183333333332,-0.6455098958333334,down_in_TGM2high,0.00038746811449433683,0.010010364079787124,0.014406563784942027
TTLL6,-0.30484340032251445,3.513009288330128e-05,178,-0.33734474844214063,2.7558753831738364e-05,149,-0.21253861999610146,0.004509506219030218,-1.1627399999999986,-0.8620305059523821,down_in_TGM2high,4.8743003875580525e-05,3.955060570567648e-05,0.005044636145156451
C20orf56,-0.3113203231307897,2.3383033076832888e-05,178,-0.3143512813435493,9.986131403223823e-05,149,-0.2123571423496583,0.004544717247888695,-1.3462849999999982,-0.6282473214285718,down_in_TGM2high,3.415153515169014e-05,0.00012048484627802656,0.005044636145156451
